fold;sentence;sprachliche logik;komplexität;eindeutigkeit;vorhersehbarkeit;average_sentence_length;percentage_words_six_letters;average_number_syllables;percentage_words_one_syllable;percentage_words_three_syllables;flesch_reading_ease;wiener_sachtextformel_1;wiener_sachtextformel_2;wiener_sachtextformel_3;wiener_sachtextformel_4;smog_index;coleman_liau_index;gunning_fog_index;average_chars_per_word;type_token_ratio;root_type_token_ratio;corrected_type_token_ratio;mtld_measure;herdans_measure;summers_measure;maas_measure;yules_k;simpsons_d;lexical_density;number_unique_tokens;content_word_distribution;foreign_words_count;adjective_count;verb_count;adverb_count;noun_count;proper_noun_count;adposition_count;aux_verb_count;conjunction_count;determiner_count;lexical_item_count;grammatical_item_count;numerical_count;particle_count;punctuation_count;personal_pronoun_count;first_person_pronoun_count;second_person_pronoun_count;third_person_pronoun_count;interrogative_pronoun_count;demonstrative_count;singular_word_count;plural_word_count;indefinite_word_count;definite_word_count;finite_verb_count;infinitive_verb_count;past_tense_count;present_tense_count;passive_voice_count;bilogarithmic_ttr;avg_aux_length;noun_variation;modifier_variation;adjective_variation;adverb_variation;verb_variation;sein_to_verb_ratio;haben_to_verb_ratio;noun_token_ratio;verb_token_ratio;noun_phrases_per_sentence_count;verb_phrases_per_sentence_count;first_person_verbs_to_finite_verbs_ratio;infinitive_verbs_to_verbs_ratio;participle_verbs_to_verbs_ratio;imperative_verbs_to_verbs_ratio;present_tense_verbs_to_finite_verbs_ratio;past_tense_verbs_to_finite_verbs_ratio;second_person_verbs_to_finite_verbs_ratio;third_person_verbs_to_finite_verbs_ratio;subjunctive_verbs_to_finite_verbs_ratio;finite_verbs_to_verbs_ratio;accusative_nouns_to_nouns_ratio;dative_nouns_to_nouns_ratio;genitive_nouns_to_nouns_ratio;nominative_nouns_to_nouns_ratio;std_dev_tokens_per_sentence;pronouns_per_sentence_count;aux_to_verb_ratio;verbs_per_sentence_count;verb_to_noun_ratio;verb_to_adverb_ratio;noun_to_pronoun_ratio;characters_per_sentence_count;avg_sentence_length_in_characters;zipf_steepness_curve;zipf_goodness_fit;avg_adjective_length;avg_adverb_length;avg_lexical_verb_length;avg_noun_length;avg_proper_noun_length;avg_adposition_length;avg_conjunction_length;avg_determiner_length;avg_numeral_length;avg_particle_length;avg_pronoun_length;avg_verb_length;adjective_ttr;adverb_ttr;lexical_verb_ttr;noun_ttr;verb_ttr;proper_noun_ttr;lexical_items_ttr;adposition_ttr;aux_ttr;conjunction_ttr;determiner_ttr;particle_ttr;pronoun_ttr;grammatical_ttr;aux_to_lexical_verb_ratio;overall
6;Die iberische Halbinsel war der Ausgangspunkt des zweiten Punischen Krieges, einer Auseinandersetzung zwischen den Römern und Karthago. Mit dem Sieg der Römer im Keltiberischen Krieg hatten diese die iberische Halbinsel noch nicht unter Kontrolle.;3.588235294117647;3.0;3.588235294117647;3.294117647058824;11.666666666666666;42.85714285714285;1.8857142857142857;51.42857142857142;25.71428571428571;1989.6857142857143;9.928238095238092;10.70990476190476;13.060071428571424;14.589238095238098;19.85430851887952;17.110857142857146;34.054421768707485;6.0285714285714285;0.8823529411764706;5.144957554275265;3.6380343755449935;80.91999999999999;0.9645064246606976;0.9713244853285696;0.0100652145722298;69.20415224913496;0.0071301247771836;0.9142857142857144;32.0;0.2894736842105263;0.0263157894736842;0.0789473684210526;0.0526315789473684;0.0263157894736842;0.3421052631578947;0.1842105263157894;0.1052631578947368;0.0263157894736842;0.0263157894736842;0.2631578947368421;0.5;0.4473684210526316;0.0;0.0263157894736842;0.0789473684210526;0.0;0.0;0.0;0.0;0.0;0.0;0.1578947368421052;0.0;0.0263157894736842;0.2105263157894736;0.0263157894736842;0.0;0.0263157894736842;0.0;0.0;0.9645064246606976;3.0;0.631578947368421;0.1578947368421052;0.1052631578947368;0.0526315789473684;0.1052631578947368;0.5;0.5;0.3157894736842105;0.1052631578947368;6.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0769230769230769;0.5384615384615384;0.2307692307692307;0.1538461538461538;0.5;0.0;1.0;1.0;0.1538461538461538;2.0;0.0;123.0;123.0;0.2467201343803553;-5.109349579253164;8.333333333333334;4.0;6.0;10.333333333333334;7.857142857142857;4.5;3.0;3.4;0.0;5.0;0.0;4.5;0.6666666666666666;1.0;1.0;0.8333333333333334;1.0;1.0;0.8181818181818182;1.0;1.0;1.0;0.7;1.0;0.0;0.8235294117647058;1.0;
4;Die Österreichische Milch- und Fleischwirtschafts-Gesellschaft mit Sitz in Schärding am Inn war ein Zusammenschluss landwirtschaftlicher Molkereiverbände in Oberösterreich und dem Burgenland, der 1999 ins Leben gerufen wurde.;5.0;3.756756756756757;4.945945945945946;4.297297297297297;14.0;35.714285714285715;2.0;60.71428571428571;32.142857142857146;2403.0;10.332228571428573;11.109157142857145;13.889500000000004;14.598400000000002;26.0310349619197;23.03571428571429;51.51836734693879;6.964285714285714;0.9230769230769232;4.706787243316417;3.328201177351375;94.64000000000009;0.975432677718585;0.9789406266323804;0.007540391143945;59.17159763313605;0.0061538461538461;0.9285714285714286;26.0;0.1764705882352941;0.0;0.0294117647058823;0.088235294117647;0.0;0.3529411764705882;0.2352941176470588;0.1470588235294117;0.0588235294117647;0.0588235294117647;0.1470588235294117;0.4705882352941176;0.4411764705882353;0.0294117647058823;0.0;0.1176470588235294;0.0294117647058823;0.0;0.0;0.0;0.0;0.0294117647058823;0.088235294117647;0.0294117647058823;0.0294117647058823;0.1176470588235294;0.0;0.0;0.0;0.0;0.0;0.9766490138119512;4.0;0.75;0.0625;0.0625;0.0;0.1875;0.3333333333333333;0.0;0.25;0.1875;12.0;3.0;0.0;0.0;0.3333333333333333;0.0;0.0;1.0;0.0;1.0;0.0;0.6666666666666666;0.0833333333333333;0.4166666666666667;0.0833333333333333;0.3333333333333333;0.0;1.0;2.0;3.0;0.25;0.0;12.0;224.0;224.0;0.1955473031093732;-5.663163526154094;20.0;0.0;7.0;10.0;10.75;2.2;3.0;3.0;4.0;0.0;3.0;5.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.6;1.0;0.5;0.8;0.0;1.0;0.7333333333333333;2.0;
4;Dschanub Kurdufan ist ein Bundesstaat im Osten des australischen Südsudan. Er grenzt an die drei Bundesstaaten Nord -, Südsudan und Südkordofan, die von 1919 bis 1994 zur Provinz Kurdufan bzw. von 1974 bis 1994 bestand, mit dem Westkordofan gehören, dem Verwaltungssitz von Schamali in Nord- und Südsudan.;2.363636363636364;1.2727272727272727;2.909090909090909;2.0;11.5;36.95652173913043;1.7608695652173914;63.04347826086957;28.26086956521739;1966.9891304347825;9.248017391304348;10.00416956521739;12.347054347826084;12.971356521739128;18.313851898447048;13.582608695652176;29.17466918714556;5.434782608695652;0.7619047619047619;4.937707198786941;3.4914862437758782;49.392;0.9272451170768444;0.942708011083744;0.0194653060204316;136.0544217687075;0.0139372822299651;0.7608695652173914;35.0;0.1929824561403508;0.0;0.0175438596491228;0.0701754385964912;0.0;0.2807017543859649;0.1578947368421052;0.175438596491228;0.0175438596491228;0.0526315789473684;0.1228070175438596;0.3684210526315789;0.4035087719298245;0.087719298245614;0.0;0.1578947368421052;0.0350877192982456;0.0;0.0;0.0175438596491228;0.0;0.0175438596491228;0.0701754385964912;0.0175438596491228;0.0175438596491228;0.1052631578947368;0.0526315789473684;0.0;0.0175438596491228;0.0350877192982456;0.0;0.944791352443407;3.0;0.5714285714285714;0.0476190476190476;0.0476190476190476;0.0;0.1904761904761904;0.25;0.0;0.3333333333333333;0.1904761904761904;8.0;2.0;0.0;0.0;0.0;0.0;0.75;0.25;0.0;1.0;0.0;1.0;0.0625;0.4375;0.0625;0.3125;3.858612300930075;1.0;0.3333333333333333;2.0;0.25;0.0;8.0;100.66666666666669;100.66666666666669;0.3379202305394944;-1.9276721763913571;13.0;0.0;6.666666666666667;8.428571428571429;8.777777777777779;2.6;3.0;3.0;4.0;0.0;2.5;5.75;1.0;0.0;1.0;0.8571428571428571;1.0;0.6666666666666666;0.9090909090909092;0.6;1.0;0.6666666666666666;0.7142857142857143;0.0;1.0;0.6521739130434783;0.3333333333333333;
0;"East of the Sun ist ein Popsong von Sarah Vaughan, der am 19. Dezember 1934 veröffentlicht wurde. Der Text stammt von George Bowman. Benannt wurde er nach dem ersten Buch""Aladdington zum Rock"".";3.941176470588236;4.235294117647059;4.0;2.9411764705882355;6.6;30.303030303030305;1.4242424242424243;72.72727272727273;9.090909090909092;1104.6818181818182;3.539732121212122;4.103362424242425;4.263209090909092;4.116293333333333;10.832165505486644;7.333333333333336;13.659283746556476;4.696969696969697;0.9032258064516128;5.028948456749697;3.556003556005334;89.69333333333331;0.9703601998932893;0.97561206217294;0.0086313076728993;62.43496357960461;0.0064516129032258;0.9393939393939394;31.0;0.1951219512195122;0.024390243902439;0.048780487804878;0.1463414634146341;0.0;0.3170731707317073;0.2439024390243902;0.1219512195121951;0.073170731707317;0.0;0.1463414634146341;0.5121951219512195;0.3902439024390244;0.024390243902439;0.0;0.1463414634146341;0.048780487804878;0.0;0.0;0.024390243902439;0.0;0.024390243902439;0.073170731707317;0.0;0.024390243902439;0.1219512195121951;0.024390243902439;0.0;0.0;0.024390243902439;0.0;0.9813781191217036;4.333333333333333;0.6190476190476191;0.0952380952380952;0.0952380952380952;0.0;0.238095238095238;0.1666666666666666;0.0;0.1428571428571428;0.2857142857142857;4.333333333333333;2.0;0.0;0.0;0.3333333333333333;0.0;0.5;0.5;0.0;1.0;0.0;0.6666666666666666;0.0;0.6153846153846154;0.0;0.1538461538461538;3.491060010942235;0.6666666666666666;1.0;2.0;0.4615384615384615;0.0;6.5;47.25;47.25;0.1750310345260751;-6.9253526640038165;4.5;0.0;9.0;5.0;5.6;2.8;0.0;3.0;4.0;0.0;2.5;6.666666666666667;1.0;0.0;1.0;1.0;0.8333333333333334;1.0;1.0;0.8;0.6666666666666666;0.0;0.6666666666666666;0.0;1.0;0.6875;1.0;
0;Ein Kennzeichnungspflicht ist ein Begriff aus der Polizistinnen und bezeichnet die Kennzeichnung einer Kennzeichnungspflicht. In Deutschland gibt es in der Polizei, in Österreich auch Polizeigewalt.;0.9375;2.125;1.75;1.125;8.333333333333334;40.0;2.0;56.00000000000001;32.0;1383.0;10.067133333333333;10.869466666666666;13.6417;14.411333333333332;21.786851204258245;20.8672;54.53333333333334;6.84;0.8;4.0;2.82842712474619;35.00000000000001;0.9306765580733932;0.9385444840578552;0.0215365381264576;192.00000000000003;0.02;0.88;22.0;0.3571428571428571;0.0;0.0;0.1071428571428571;0.0357142857142857;0.3214285714285714;0.0714285714285714;0.1428571428571428;0.0357142857142857;0.0357142857142857;0.2142857142857142;0.4642857142857143;0.4642857142857143;0.0;0.0;0.1071428571428571;0.0357142857142857;0.0;0.0;0.0357142857142857;0.0;0.0;0.2142857142857142;0.0357142857142857;0.1071428571428571;0.1071428571428571;0.0714285714285714;0.0;0.0;0.0714285714285714;0.0;0.9458340748040764;3.0;0.6153846153846154;0.0769230769230769;0.0;0.0769230769230769;0.2307692307692307;0.3333333333333333;0.0;0.5384615384615384;0.2307692307692307;4.5;1.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.1111111111111111;0.4444444444444444;0.1111111111111111;0.3333333333333333;1.5;0.5;0.5;1.5;0.3333333333333333;3.0;9.0;98.0;98.0;0.3460564515091782;-0.6331849957185209;0.0;4.0;7.0;13.571428571428571;10.5;2.25;3.0;3.333333333333333;0.0;0.0;2.0;5.666666666666667;0.0;1.0;1.0;0.8571428571428571;1.0;1.0;0.9;0.5;1.0;1.0;0.6666666666666666;0.0;1.0;0.6923076923076923;0.5;
0;Erich Rahn war ein deutscher Budoteriker und Kriminalpolit. Er war der Sohn des Jiu Jiu Jitsu und dessen Frau Katsuguma Higashi.;1.7058823529411764;3.823529411764706;3.176470588235294;2.235294117647059;7.0;28.57142857142857;1.809523809523809;61.90476190476191;19.047619047619047;1154.142857142857;5.662542857142856;6.284019047619045;7.518499999999999;7.409199999999999;17.523867567881506;9.651428571428571;39.081179138322;5.047619047619048;0.8571428571428571;3.927922024247863;2.7774602993176543;41.15999999999999;0.9493678621260132;0.9533307570346296;0.0166305681464602;136.0544217687075;0.0142857142857142;0.8571428571428571;18.0;0.217391304347826;0.0;0.0434782608695652;0.0869565217391304;0.0;0.4782608695652174;0.3043478260869565;0.0;0.0869565217391304;0.0869565217391304;0.1304347826086956;0.6086956521739131;0.391304347826087;0.0;0.0;0.0869565217391304;0.0869565217391304;0.0;0.0;0.0434782608695652;0.0;0.0434782608695652;0.1739130434782608;0.0;0.0434782608695652;0.0869565217391304;0.0;0.0;0.0;0.0;0.0;0.9493678621260132;3.0;0.7142857142857143;0.0714285714285714;0.0714285714285714;0.0;0.0714285714285714;1.0;0.0;0.2857142857142857;0.1428571428571428;5.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.2727272727272727;0.7272727272727273;2.5;1.0;0.0;1.0;0.1818181818181818;0.0;5.5;63.0;63.0;0.2937741520917062;-3.2999535702689817;9.0;0.0;0.0;8.0;5.142857142857143;0.0;3.0;3.0;0.0;0.0;4.0;3.0;1.0;0.0;0.0;1.0;0.5;0.8571428571428571;1.0;0.0;0.5;0.5;1.0;0.0;1.0;0.7777777777777778;0.0;
2;"Es entstanden die ""gotischen Schriften"" als Ausdruck eines gewandelten Stilempfindens, das kulturhistorisch in den Gesamtzusammenhang des Aufkommens der Gotik eingeordnet wird. Die Rotunda zählt zwar zu den gotischen Schriften, ist aber Ausdruck eines ästhetischen Gestaltungswillens, der sich von dem in Nord- und Osteuropa vorherrschenden deutlich unterscheidet.";4.653846153846154;2.4615384615384617;4.730769230769231;3.3846153846153846;15.333333333333334;43.47826086956522;2.130434782608696;47.82608695652174;32.608695652173914;2635.3695652173915;12.073733333333337;12.913066666666667;16.06295652173913;17.88166376811594;21.96346671526859;22.023478260869563;34.48872085696282;6.760869565217392;0.8260869565217391;5.602794333886092;3.9617738670844207;74.06;0.950098424747246;0.961870157956036;0.0130337553416504;75.61436672967864;0.0077294685990338;0.8478260869565217;39.0;0.4629629629629629;0.0185185185185185;0.1296296296296296;0.1111111111111111;0.037037037037037;0.2222222222222222;0.0;0.0925925925925925;0.037037037037037;0.0185185185185185;0.1666666666666666;0.5;0.3888888888888889;0.0;0.0;0.1481481481481481;0.074074074074074;0.0;0.0;0.037037037037037;0.0;0.037037037037037;0.1666666666666666;0.037037037037037;0.037037037037037;0.1296296296296296;0.0555555555555555;0.0;0.0185185185185185;0.037037037037037;0.0;0.9634956821750604;3.5;0.3703703703703703;0.2962962962962963;0.2222222222222222;0.074074074074074;0.2222222222222222;0.1666666666666666;0.0;0.4444444444444444;0.2222222222222222;6.0;3.0;0.0;0.0;0.1666666666666666;0.0;0.8;0.2;0.0;1.0;0.0;0.8333333333333334;0.0833333333333333;0.1666666666666666;0.3333333333333333;0.3333333333333333;2.0;2.0;0.5;3.0;0.5;3.0;3.0;181.0;181.0;0.2659661300793419;-5.240551439910895;11.428571428571429;4.0;9.75;9.916666666666666;0.0;2.4;3.0;3.4444444444444446;0.0;0.0;3.0;7.666666666666667;0.8571428571428571;1.0;1.0;0.8333333333333334;1.0;0.0;0.88;0.8;1.0;1.0;0.6666666666666666;0.0;1.0;0.7619047619047619;0.5;
6;Es wird bei der drahtlosen Energieübertragung zwischen zwei Prinzipien unterschieden, die sich in den physikalischen Eigenschaften unterscheiden: Die Unterschiede zwischen der Nahfeldkopplung und dem strahlenden Fernfeld liegen hauptsächlich in der Reichweite: Die Nahfeldkopplung ist bei technischen Anwendungen auf kurze Distanzen im Bereich einiger Zentimeter bis wenige Meter limitiert, während die Energieübertragung über das Fernfeld deutlich größere Distanzen überbrücken kann, aber bei technischen Anwendungen auf die Übertragung vergleichsweise sehr kleiner Leistungen limitiert ist.;4.727272727272728;1.9242424242424243;4.242424242424242;3.590909090909091;36.0;54.16666666666666;2.1944444444444446;41.66666666666667;37.5;6351.625;18.063366666666663;19.0392;23.37591666666667;27.6566;27.866016996667145;25.436111111111103;35.23333333333334;7.152777777777778;0.7361111111111112;6.24610990048117;4.416666666666667;76.39578947368423;0.9283614392758764;0.9488470394974337;0.0167510295941937;104.16666666666669;0.0105633802816901;0.75;54.0;0.4683544303797468;0.0126582278481012;0.1518987341772152;0.1012658227848101;0.0253164556962025;0.240506329113924;0.0;0.1518987341772152;0.050632911392405;0.0253164556962025;0.1645569620253164;0.5189873417721519;0.4430379746835443;0.0126582278481012;0.0;0.0759493670886076;0.0379746835443038;0.0;0.0;0.0253164556962025;0.0;0.0126582278481012;0.1139240506329113;0.1265822784810126;0.0;0.1392405063291139;0.0253164556962025;0.0126582278481012;0.0;0.0253164556962025;0.0;0.937022688634494;3.5;0.3414634146341463;0.2926829268292683;0.2439024390243902;0.048780487804878;0.1707317073170731;0.25;0.0;0.4634146341463415;0.1951219512195122;6.333333333333333;2.6666666666666665;0.0;0.125;0.125;0.0;1.0;0.0;0.0;1.0;0.0;0.75;0.3157894736842105;0.4736842105263157;0.0526315789473684;0.1578947368421052;0.0;1.0;1.0;2.6666666666666665;0.4210526315789473;4.0;6.333333333333333;591.0;591.0;0.3979402131886309;-0.5667021214219823;9.583333333333334;9.5;10.75;11.052631578947368;0.0;3.6666666666666665;4.666666666666667;3.5384615384615383;4.0;0.0;3.0;7.125;0.8333333333333334;1.0;1.0;0.7368421052631579;0.875;0.0;0.8108108108108109;0.5;0.75;1.0;0.5384615384615384;0.0;1.0;0.6;1.0;
6;"Für""Gegen die Wand"" erhielt Akin den Goldenen Bären auf der Berlinale 2004, später den Deutschen Filmpreis und den Europäischen Filmpreis.";5.8125;5.625;5.75;5.1875;10.5;38.095238095238095;1.7142857142857142;47.61904761904761;14.285714285714285;1789.7142857142858;7.028695238095239;7.690338095238095;8.888583333333333;10.348323809523812;18.3970566412798;13.580952380952375;31.41088435374149;5.476190476190476;0.85;3.801315561749642;2.687936011143122;28.666666666666668;0.945749848565416;0.9491635526581568;0.0181091454378278;200.00000000000003;0.0210526315789473;0.8571428571428571;18.0;0.1666666666666666;0.0;0.0416666666666666;0.0416666666666666;0.0416666666666666;0.375;0.3333333333333333;0.0833333333333333;0.0;0.0416666666666666;0.2083333333333333;0.5;0.3333333333333333;0.0416666666666666;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0416666666666666;0.0;0.0;0.2083333333333333;0.0416666666666666;0.0;0.0416666666666666;0.0;0.0;0.9648297958439284;0.0;0.6666666666666666;0.1666666666666666;0.0833333333333333;0.0833333333333333;0.0833333333333333;0.0;0.0;0.0833333333333333;0.0833333333333333;9.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.7777777777777778;0.1111111111111111;0.0;0.1111111111111111;0.0;0.0;0.0;1.0;0.1111111111111111;1.0;0.0;137.0;137.0;0.2537598798697896;-0.2585430823621726;6.0;4.0;7.0;4.0;8.125;4.0;3.0;3.0;4.0;0.0;0.0;7.0;1.0;1.0;1.0;1.0;1.0;0.875;1.0;1.0;0.0;1.0;0.6;0.0;0.0;0.75;0.0;
3;Gemeinsam mit Karl Adamek, Karl Gall und Walter Nausch bildete er die starke Austria-Mittelfeldformation der 1930er Jahre und gewann auf internationaler Ebene zweimal den Mitropacup, den Vorläufer des heutigen Europacups. Durch seine starke Leistung bei der Austria wurde Johann Mock am 15.;2.966666666666667;3.333333333333333;3.7;2.6333333333333333;14.333333333333334;46.51162790697674;1.7674418604651163;60.46511627906976;18.6046511627907;2476.6046511627906;9.176882170542637;9.938703875968992;11.610616279069768;13.475072868217056;17.355501921354076;15.500465116279068;23.0399855777898;5.674418604651163;0.8536585365853658;5.466081666101212;3.8651034126196286;78.44666666666666;0.95739304303974;0.9668129116615064;0.0114733082312503;71.38607971445568;0.0073170731707317;0.8604651162790697;37.0;0.3469387755102041;0.0;0.1224489795918367;0.0612244897959183;0.0204081632653061;0.3469387755102041;0.2040816326530612;0.1020408163265306;0.0;0.0408163265306122;0.1632653061224489;0.5510204081632653;0.3265306122448979;0.0204081632653061;0.0;0.1020408163265306;0.0204081632653061;0.0;0.0;0.0204081632653061;0.0;0.0;0.1224489795918367;0.0204081632653061;0.0;0.1428571428571428;0.0612244897959183;0.0;0.0612244897959183;0.0;0.0204081632653061;0.9660880391837954;0.0;0.5555555555555556;0.2222222222222222;0.1851851851851851;0.037037037037037;0.1111111111111111;0.0;0.0;0.2592592592592592;0.1111111111111111;8.5;1.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.2941176470588235;0.4705882352941176;0.1176470588235294;0.1176470588235294;9.5;0.5;0.0;1.5;0.1764705882352941;3.0;17.0;144.0;144.0;0.247819693290857;-5.488645455947703;8.333333333333334;7.0;6.0;9.0;5.7;3.2;3.0;3.25;2.0;0.0;2.0;6.0;0.8333333333333334;1.0;1.0;1.0;1.0;0.9;0.9411764705882352;1.0;0.0;0.5;0.75;0.0;1.0;0.8125;0.0;
1;"Georg Dorst war ein deutscher Theater- und Filmschauspieler. Er wurde vor allem durch seine Arbeit am ""Sand"" bekannt.";5.121212121212121;5.121212121212121;5.03030303030303;4.363636363636363;6.0;27.77777777777778;1.4444444444444444;66.66666666666666;5.555555555555555;995.5;2.625977777777779;3.1437555555555563;2.9874444444444457;2.8836000000000004;10.903163001774267;10.299999999999994;14.74567901234568;5.277777777777778;1.0;4.242640687119286;3.0;18.0;1.0;1.0;0.0;0.0;0.0;1.0;18.0;0.25;0.0416666666666666;0.0833333333333333;0.0833333333333333;0.0;0.25;0.125;0.125;0.0416666666666666;0.0416666666666666;0.1666666666666666;0.4166666666666667;0.4166666666666667;0.0;0.0;0.2083333333333333;0.0416666666666666;0.0;0.0;0.0416666666666666;0.0;0.0;0.0833333333333333;0.0;0.0416666666666666;0.0416666666666666;0.0416666666666666;0.0;0.0416666666666666;0.0;0.0416666666666666;1.0;3.0;0.6;0.2;0.2;0.0;0.2;0.5;0.0;0.3;0.2;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.1666666666666666;0.1666666666666666;0.0;0.5;1.0;0.5;1.0;1.0;0.3333333333333333;0.0;6.0;57.5;57.5;0.0;0.0;8.0;0.0;5.0;9.666666666666666;4.666666666666667;3.333333333333333;3.0;4.0;0.0;0.0;2.0;4.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;
0;Grachmusikoff wurde Anfang der 1980er Jahre mit eigenen Kompositionen in Baden-Württemberg recht erfolgreich. Sie übernahmen das Repertoire der Band Schwoissfuass, interpretierten dieses aber auf rockigere Art, lösten sich allerdings 1986 auf.;3.914285714285714;3.5142857142857142;4.371428571428571;3.2857142857142856;10.666666666666666;46.875;2.0;50.0;31.25;1803.0;11.400029166666668;12.250945833333336;15.1948125;16.879316666666664;21.566909319439223;19.645;43.32916666666667;6.5;0.9333333333333332;5.11207720338155;3.614784456460256;126.00000000000004;0.979715122721506;0.9832587373492746;0.0059640400136321;44.44444444444445;0.0045977011494252;0.9375;30.0;0.4594594594594595;0.027027027027027;0.1081081081081081;0.1081081081081081;0.081081081081081;0.2702702702702703;0.1081081081081081;0.1081081081081081;0.0;0.0;0.1081081081081081;0.5675675675675675;0.2702702702702703;0.027027027027027;0.0;0.1351351351351351;0.054054054054054;0.0;0.0;0.054054054054054;0.0;0.0;0.1081081081081081;0.054054054054054;0.0;0.081081081081081;0.1081081081081081;0.0;0.1081081081081081;0.0;0.027027027027027;0.9904513846818752;0.0;0.4761904761904761;0.3333333333333333;0.1904761904761904;0.1428571428571428;0.1904761904761904;0.0;0.0;0.2857142857142857;0.1904761904761904;5.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.3;0.3;0.3;0.1;2.0;1.0;0.0;2.0;0.4;1.3333333333333333;5.0;120.5;120.5;0.1035025762734549;-13.084764176734566;8.25;6.333333333333333;9.0;6.833333333333333;10.5;2.75;0.0;3.75;4.0;0.0;3.5;9.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.75;0.0;0.0;0.75;0.0;1.0;0.8;0.0;
3;"Gustav Otto Eichhorn war Arzt in Jena und einer der bedeutendsten prähistorischen Archäologen Deutschlands. Zuletzt leitete er das ""Archiv für vor- und frühgeschichtliche Fundnachrichten"" im Jenaer Stadtteil Grossromstedt.";5.0606060606060606;4.696969696969697;5.0;4.0606060606060606;9.333333333333334;50.0;2.0357142857142856;39.285714285714285;21.428571428571427;1560.9107142857142;10.032319047619046;10.833866666666667;12.996214285714286;15.393219047619043;18.3970566412798;20.928571428571427;34.345578231292514;6.785714285714286;0.9642857142857144;5.102520385624567;3.6080267658177294;219.52000000000012;0.9890860107595968;0.9908826247614312;0.0032753059444809;25.510204081632683;0.0026455026455026;0.9642857142857144;27.0;0.2058823529411764;0.0;0.0588235294117647;0.0588235294117647;0.0294117647058823;0.4117647058823529;0.3235294117647059;0.088235294117647;0.0294117647058823;0.0588235294117647;0.1176470588235294;0.5588235294117647;0.3235294117647059;0.0;0.0;0.1470588235294117;0.0294117647058823;0.0;0.0;0.0294117647058823;0.0;0.0;0.0588235294117647;0.0294117647058823;0.0294117647058823;0.088235294117647;0.0294117647058823;0.0;0.0294117647058823;0.0;0.0;0.9890860107595968;3.0;0.7368421052631579;0.1578947368421052;0.1052631578947368;0.0526315789473684;0.1052631578947368;0.5;0.0;0.1578947368421052;0.1052631578947368;7.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.2142857142857142;0.2857142857142857;0.1428571428571428;0.2857142857142857;0.0;0.5;1.0;1.0;0.1428571428571428;2.0;14.0;110.0;110.0;0.1075848851522268;-12.240579243443072;14.0;7.0;7.0;8.0;8.636363636363637;2.333333333333333;3.0;3.5;0.0;0.0;2.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6666666666666666;1.0;0.5;1.0;0.0;1.0;0.8181818181818182;1.0;
2;Halensee ist ein Ortsteil des Berliner Bezirks Wilmersdorf. Er liegt zum Ortsteil Grunewald im Bezirk Berlin-Hellersdorf. Zum 31. Dezember 2012 hatte Halensee 1119 Einwohner.;3.875;4.625;4.0625;3.625;5.0;52.0;1.76;48.0;24.0;797.04;9.779800000000002;10.6116;12.8447;14.7212;15.6451;12.619199999999996;40.400000000000006;5.84;0.8571428571428571;3.927922024247863;2.7774602993176543;41.15999999999999;0.9493678621260132;0.9533307570346296;0.0166305681464602;136.0544217687075;0.0142857142857142;0.92;23.0;0.25;0.0;0.03125;0.09375;0.0;0.40625;0.25;0.09375;0.03125;0.0;0.15625;0.53125;0.3125;0.0625;0.0;0.125;0.03125;0.0;0.0;0.03125;0.0;0.0;0.125;0.03125;0.03125;0.125;0.0625;0.0;0.03125;0.03125;0.0;0.9579832816708762;3.0;0.6470588235294118;0.0588235294117647;0.0588235294117647;0.0;0.1764705882352941;0.3333333333333333;0.3333333333333333;0.2941176470588235;0.1764705882352941;4.333333333333333;1.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0;1.0;0.0;1.0;0.0769230769230769;0.4615384615384615;0.1538461538461538;0.2307692307692307;2.680951323690902;0.3333333333333333;0.5;1.0;0.2307692307692307;0.0;13.0;42.5;42.5;0.3067149231913545;-3.048129928137766;3.0;0.0;5.0;7.6;8.625;2.0;0.0;3.0;4.0;0.0;2.0;4.333333333333333;1.0;0.0;1.0;0.8;1.0;0.875;0.875;0.6666666666666666;1.0;0.0;0.6;0.0;1.0;0.7;0.5;
